username,date,text,replies,reposts,likes,bookmarks,views
NintendoAmerica,2025-04-03T15:43:41.000Z,"Metroid Prime 4: Beyond Nintendo Switch 2 Edition  Joy-Con 2 mouse controls
 
Day 1 of the Nintendo Treehouse: Live | Nintendo Switch 2 continues: https://ninten.do/6010qS0Gu",378,1412,8958,616,1335625
basedtweetsonly,2025-04-03T15:44:51.000Z,NaN,2,15,705,11,12658
TheLostGlitches,2025-04-03T16:45:02.000Z,So cool to have mouse controls on the Switch 2!,0,0,40,0,7365
CryptoeJammin,2025-04-03T15:44:06.000Z,Who’s playing ?!?,2,0,7,0,5066
BitBullVault,2025-04-03T16:03:18.000Z,This is amazing ,0,0,4,0,5075
Witchypink19,2025-04-03T16:36:10.000Z,,0,0,0,0,2279
BirdKICKerBing,2025-04-03T15:48:27.000Z,Drop the prices you fucks.,6,2,132,0,4686
AEGRO_84,2025-04-03T19:19:54.000Z,"This looks like a PS3 game, Nintendo is shameless!!!",9,6,76,2,2781
TRIPSTER0,2025-04-03T23:10:40.000Z,"Is this a Gamecube port?
Looks like a Gamecube game",25,6,66,2,7929
ArbiterSkyward,2025-04-03T16:09:33.000Z,Mouse controls look so unintuitive and it looks like more work for less control of your aim.,11,0,71,2,18898
Teeegra,2025-04-03T15:58:06.000Z,"No OLED, $80 Games , ... ",4,0,60,0,4965
NintendoAmerica,2025-04-03T15:43:41.000Z,"Metroid Prime 4: Beyond Nintendo Switch 2 Edition  Joy-Con 2 mouse controls
 
Day 1 of the Nintendo Treehouse: Live | Nintendo Switch 2 continues: https://ninten.do/6010qS0Gu",378,1412,8958,616,1335625
basedtweetsonly,2025-04-03T15:44:51.000Z,NaN,2,15,705,11,12658
TheLostGlitches,2025-04-03T16:45:02.000Z,So cool to have mouse controls on the Switch 2!,0,0,40,0,7365
CryptoeJammin,2025-04-03T15:44:06.000Z,Who’s playing ?!?,2,0,7,0,5066
BitBullVault,2025-04-03T16:03:18.000Z,This is amazing ,0,0,4,0,5075
Witchypink19,2025-04-03T16:36:10.000Z,,0,0,0,0,2279
BirdKICKerBing,2025-04-03T15:48:27.000Z,Drop the prices you fucks.,6,2,132,0,4686
AEGRO_84,2025-04-03T19:19:54.000Z,"This looks like a PS3 game, Nintendo is shameless!!!",9,6,76,2,2781
TRIPSTER0,2025-04-03T23:10:40.000Z,"Is this a Gamecube port?
Looks like a Gamecube game",25,6,66,2,7929
ArbiterSkyward,2025-04-03T16:09:33.000Z,Mouse controls look so unintuitive and it looks like more work for less control of your aim.,11,0,71,2,18898
Teeegra,2025-04-03T15:58:06.000Z,"No OLED, $80 Games , ... ",4,0,60,0,4965
YorchTorchGames,2025-04-03T15:46:16.000Z,"Hey Nintendo,

What's the next step in the Metroid series?

Charging players per area unlocked in a Metroid game?

Charging players per weapon or power-up acquired?",17,2,55,0,6439
JP_Bongiovanni,2025-04-03T15:45:10.000Z,the ergonomics of this don't look good to me.,6,0,56,2,13667
sycamoressource,2025-04-03T15:44:14.000Z,"Can’t lie, this looks like an Xbox One game",29,2,48,0,16361
RelentlessZard,2025-04-03T15:50:48.000Z,WILL WE GET MULTIPLAYER???,8,0,46,0,15592
AlwaysAzores,2025-04-03T19:07:36.000Z,I can do this emulating on pc,6,0,43,0,7432
w_Curse,2025-04-03T16:42:48.000Z,Is it just me or does it look like the mouse mode has got terrible ADS flow/movement,2,0,37,0,4302
SpawnYaard,2025-04-03T15:55:27.000Z,It would be nice if we could use our own mouse!,4,0,26,0,12279
meganitro123,2025-04-04T12:48:04.000Z,Honestly I don’t even care if I have to pay 90 dollars for it I’m all for Metroid Prime 4 so sign me the fuck up,2,0,13,0,4057
AlJR86,2025-04-03T16:29:34.000Z,"I don’t wanna be a dick but it looks shit, like seriously.",5,0,12,0,1633
AesirMalos,2025-04-04T00:23:52.000Z,We need a Prime Hunters style Multiplayer in this game!!! ,0,0,8,0,1825
