username,date,text,replies,reposts,likes,bookmarks,views
RasenRendanX,2025-04-03T14:17:44.000Z,Streams going great!,0,0,56,2,1580
_MrManiacal,2025-04-03T16:00:02.000Z,"Fuck you nintendo. 
You’re going to break people’s wallets. 
Scummy company. You’re not getting my money.",5,0,45,0,859
hectorarizpe,2025-04-03T14:04:50.000Z,NaN,0,2,40,0,1430
Rayenidk_,2025-04-03T14:09:03.000Z,Listen to your chat,0,0,44,0,1063
SamSevenPro,2025-04-03T14:21:47.000Z,I saw the framerate dropped,4,0,44,0,5800
BingerChad,2025-04-03T14:16:41.000Z,IDK what y’all were thinking when y’all priced the game $90. Did you not learn from your 3DS pricing failure?,2,0,38,0,2425
KamalaF0rPrison,2025-04-03T15:18:22.000Z,DROP THE PRICE,0,0,38,0,1508
KenayM12,2025-04-03T14:05:24.000Z,No game is worth 90$,0,0,36,0,867
MKUltraLabel,2025-04-03T16:07:36.000Z,"Nahh, go fuck yourself. We ain't payin $80 a game you greedy cocksuckers.",2,0,33,0,836
SystemMeta,2025-04-03T14:18:13.000Z,"Y’all are disgusting. Can’t you just enjoy the gameplay without crying about the price for just a few hours? Yes it’s $80. Yes it seems expensive. But if you think about how long this took the dev teams to make and the amount of care they’ve poured into it, I think it’s worth it.",44,2,29,2,2623
CherylG76853021,2025-04-03T14:02:01.000Z,drop the price plss,0,0,26,0,1279
OldGamerGuy23,2025-04-03T14:29:02.000Z,"At $80? For a Nintendo game? Nope, you just lost a long time customer. You went too far, got too greedy. I think you’ll find your player base drop a lot this gen.",0,0,26,0,746
R3C_2_,2025-04-03T14:05:10.000Z,NaN,0,0,24,0,1675
Carl_Kappa,2025-04-03T14:11:37.000Z,We're going full on attack with #DROPTHEPRICES right?,0,2,20,0,1348
PatriotEagle26,2025-04-03T14:11:35.000Z,This is a hilarious part of the internet right now.,0,0,23,0,3496
Eevee297,2025-04-03T14:05:08.000Z,Lower those prices,0,0,22,0,968
CRESC3N7,2025-04-03T14:06:14.000Z,Drop the price to $60.,0,0,18,0,889
GamingPizzaBoy,2025-04-03T14:05:31.000Z,The people are speaking Nintendo!,0,0,16,0,516
BingerChad,2025-04-03T14:16:41.000Z,IDK what y’all were thinking when y’all priced the game $90. Did you not learn from your 3DS pricing failure?,2,0,38,0,2425
KamalaF0rPrison,2025-04-03T15:18:22.000Z,DROP THE PRICE,0,0,38,0,1508
KenayM12,2025-04-03T14:05:24.000Z,No game is worth 90$,0,0,36,0,867
MKUltraLabel,2025-04-03T16:07:36.000Z,"Nahh, go fuck yourself. We ain't payin $80 a game you greedy cocksuckers.",2,0,33,0,836
SystemMeta,2025-04-03T14:18:13.000Z,"Y’all are disgusting. Can’t you just enjoy the gameplay without crying about the price for just a few hours? Yes it’s $80. Yes it seems expensive. But if you think about how long this took the dev teams to make and the amount of care they’ve poured into it, I think it’s worth it.",44,2,29,2,2623
CherylG76853021,2025-04-03T14:02:01.000Z,drop the price plss,0,0,26,0,1279
OldGamerGuy23,2025-04-03T14:29:02.000Z,"At $80? For a Nintendo game? Nope, you just lost a long time customer. You went too far, got too greedy. I think you’ll find your player base drop a lot this gen.",0,0,26,0,746
R3C_2_,2025-04-03T14:05:10.000Z,NaN,0,0,24,0,1675
Carl_Kappa,2025-04-03T14:11:37.000Z,We're going full on attack with #DROPTHEPRICES right?,0,2,20,0,1348
PatriotEagle26,2025-04-03T14:11:35.000Z,This is a hilarious part of the internet right now.,0,0,23,0,3496
