username,date,text,replies,reposts,likes,bookmarks,views
theapplehub,2025-03-13T19:32:01.000Z,What is your iPhone’s battery health?,1259,593,6535,477,1865514
Tarzan_CFC,2025-03-13T22:06:40.000Z,One word for me? ,50,6,246,15,37352
AnxiousHolly,2025-03-13T19:50:11.000Z,100… for now,0,0,14,0,6984
olorunwababs,2025-03-13T20:30:04.000Z,NaN,0,0,4,0,907
DisTrackers,2025-03-13T19:42:50.000Z,"Mine hit 99% this week.
About 220 cycles on 16 pro max",0,0,4,0,2117
Senpai_o1,2025-03-14T15:16:36.000Z,,0,0,2,0,642
wfokey,2025-03-14T06:18:37.000Z,Na android I de use iPhone na only for picture,0,0,0,0,1833
MichaelRealReed,2025-03-13T19:40:23.000Z,Not happy with it tbh,33,0,95,4,47891
EckoTheFox,2025-03-13T22:02:52.000Z,82%…,0,0,6,0,6452
mtgproductionss,2025-03-13T19:33:26.000Z,Still at 100% for me,0,0,6,0,3207
Flavouranking1,2025-03-14T14:22:24.000Z,NaN,0,0,3,0,393
achirinos,2025-03-13T21:32:49.000Z,"Sadly, 95% battery health after just 265 cycle counts. ",0,0,5,0,1318
almahi2200,2025-03-14T12:15:12.000Z,What about this?,0,0,5,0,1152
Pavlo__Escobar,2025-03-13T19:36:28.000Z,"91% , had it since May 2023,  seems decent to me",0,0,5,0,2947
saar__reshef,2025-03-13T21:22:02.000Z,100%,0,0,4,0,1272
Frank_Castle6,2025-03-13T20:21:44.000Z,NaN,0,0,4,0,295
ashumz,2025-03-14T04:38:11.000Z,This has been the most perfect battery of my life!,2,0,3,0,2028
Muzahinur1,2025-03-13T19:35:23.000Z,Currently 77 ,2,0,3,0,4174
NotedPine,2025-03-13T20:26:09.000Z,Perfect ,0,0,3,0,1874
Treydemark_,2025-03-14T09:48:06.000Z,NaN,0,0,0,0,412
Atharva12__,2025-03-14T07:19:04.000Z,85% worst,0,0,0,0,83
Angel_Lumiere,2025-03-14T15:00:33.000Z,"It's ok. :-)
Fly on!",0,0,0,0,184
mordecaiarc21,2025-03-14T13:45:43.000Z,NaN,0,0,0,0,353
ApplesUpdate,2025-03-13T19:41:41.000Z,100% after 76 cycles,0,0,0,0,2250
dsoles_eth,2025-03-13T22:13:32.000Z,NaN,0,0,0,0,16
DebbieD2024,2025-03-14T17:37:37.000Z,Hehe mine is still good Lol only 17 ,0,0,0,0,490
realcsd,2025-03-14T04:18:54.000Z,NaN,0,0,0,0,499
ferraridreams,2025-03-13T23:14:24.000Z,You live with the phone connected to power.  My iPhone 16 Pro Max has 190 cycles and 100% battery capacity and I bought it at launch. ,0,0,0,0,67
Nico1991D,2025-03-14T04:42:42.000Z,NaN,0,0,0,0,303
sixsilverstones,2025-03-14T01:12:54.000Z,100% ,0,0,0,0,459
mayur_sh,2025-03-13T19:33:23.000Z,16 Pro,0,0,0,0,636
aakashyap1_,2025-03-13T20:11:20.000Z,pretty new. so 100%.,0,0,0,0,469
iamerniepalomo,2025-03-13T23:22:55.000Z,100000,0,0,0,0,9
alexonline888,2025-03-14T11:32:02.000Z,Still 100%,0,0,0,0,1017
YaGurlWoo,2025-03-15T10:41:29.000Z,NaN,0,0,0,0,132
Ike_plug,2025-03-13T19:33:03.000Z,14promax over 2years now,0,0,13,0,702
uarojas,2025-03-13T20:16:55.000Z,"It can still last another year and a half, right? (My elbow hurts just thinking about changing the battery) ",2,0,9,0,1397
dammielaare,2025-03-28T00:33:12.000Z,,2,0,6,0,183
xxharnoorx,2025-03-13T19:55:14.000Z,"4 and a half year old iPhone 12 pro.
76% .. not bad i’d say… i have drained my phone by using it way too much lol.",0,0,6,0,338
Toderick50,2025-03-13T20:19:26.000Z,NaN,0,0,6,0,48
shinbete,2025-03-13T19:32:39.000Z,84% 14PM. First use June 2023,0,0,3,0,411
DonVinokumar,2025-03-13T23:17:42.000Z,iPhone 15 Pro,2,0,5,0,777
HustleKing_01,2025-03-13T20:06:19.000Z,Here is mine,0,0,5,0,463
sebastien_page,2025-03-13T19:37:03.000Z,It's time to change... my iPhone 13 Pro for the 17 Pro.,0,0,5,0,553
Schope034,2025-03-13T21:37:29.000Z,"12 Pro, it still last for most of my day",0,0,5,0,445
mightyhero11,2025-03-13T22:26:41.000Z,,0,0,2,0,21
OtterBoiMilo,2025-03-13T22:27:48.000Z,Just over 1 year of use on my iPhone 15 Pro Max,0,0,2,0,70
whitedwx,2025-03-13T22:04:58.000Z,16 Pro Max,0,0,2,0,52
ParrotGab,2025-03-13T19:33:41.000Z,88%,0,0,2,0,95
br1an360,2025-03-14T00:11:51.000Z,On the 15 pro max,0,0,2,0,119
Tonny231119,2025-03-13T19:36:53.000Z,Estoy cansado…,0,0,2,0,358
urb88c,2025-03-13T23:19:10.000Z,"iPhone 15, Nov 2024",0,0,2,0,69
yacine_drx,2025-03-13T21:37:41.000Z,91% …. iPhone 15 pro,0,0,2,0,15
yosemitejuan,2025-03-13T20:00:40.000Z,It tested positive,0,0,2,0,36
apolloblanc,2025-03-13T23:05:20.000Z,iPhone 15 on iOS 17.7,0,0,2,0,94
imjolonavarro,2025-03-13T23:23:18.000Z,Still great!,0,0,2,0,82
mrcrypticxdev,2025-03-13T23:47:27.000Z,NaN,0,0,2,0,42
BecaTesla,2025-03-13T23:11:44.000Z,How do you do that? Please share some good tips to keep/protect iPhone’s battery.,0,0,0,0,65
