username,date,text,replies,reposts,likes,bookmarks,views
SamsungMobile,2025-04-08T13:26:51.000Z,Samsung and @StanfordMed collaborate to advance sleep apnea detection and beyond. #GalaxyWatch #GalaxyAI #SamsungHealth,122,32,268,15,42003
Geta_Boshi_,2025-04-08T13:54:53.000Z,Why is your communication so poor regarding the One UI 7 release on other phones? Are you trying to boost sales of the S25 by delaying it?,3,2,70,0,2877
WorkaholicDavid,2025-04-08T13:31:10.000Z,"I always use my Galaxy Watch7 for sleep tracking, it's the best!!",0,0,6,0,1415
MeCentricHQ,2025-04-08T15:20:24.000Z,"Exciting developments. 

The world needs a lot more collaborations like this.",0,0,2,0,1210
NoticingQ,2025-04-11T03:18:11.000Z,I have training in CBT-I and I will tell that all those watches are really detecting is movement or lack of movement.,0,0,0,0,374
jonathanmansi,2025-04-09T12:29:25.000Z,Si no llega rápido One ui 7 pensaré que mi peor error fue cambiarme a Samsung,0,0,11,0,833
jonathanmansi,2025-04-09T12:27:52.000Z,Cuando va a salir one ui 7?????? ,0,0,2,0,599
Syriansal,2025-04-08T20:01:02.000Z,"Samsung has shown poor support and dishonesty. They announced that the One UI 7.0 update for the S24 series would be released on April 7, but I own the S24 Ultra and have yet to receive the update. For a company of this size to make promises and not keep them is unacceptable. It",2,3,38,2,2261
chiizzywiizzy,2025-04-08T14:45:07.000Z,"where is the ONEUI 7??????

You made fun of the whole world with this information.",0,0,30,0,822
shahoazimii,2025-04-08T15:42:11.000Z,"April 8th has passed and there is no fucking update available for s24ultra,fffffck you Samsung",0,0,22,0,556
brefo53,2025-04-08T13:52:18.000Z,"From the company that can't keep its promise. This may arrive before stable one ui 7 does, but that's because Stanford is involved not cos of Scamsung",0,0,21,0,1479
Sofe_09,2025-04-08T13:33:29.000Z,Where is my oneui7 update???,0,0,17,0,934
siahinthemoment,2025-04-08T17:03:19.000Z,"I think after this I'll have to move back to apple now.
Disappointment of an company 
I really looked forward to using my samsung s24 ultra.",2,0,12,0,886
RikoFdp,2025-04-08T13:58:39.000Z,ONE UI 7? Where the fuck is it?,0,0,10,0,1030
RMangrew,2025-04-09T14:44:01.000Z,Release yo fucking software dawg,0,0,10,0,281
animehawk82,2025-04-08T17:05:52.000Z,Where the F is the One UI 7 for S24 Ultra? A 1300 dollar phone and this is how you treat us? Not even an explanation or apology from you Samsung.,0,0,8,0,1280
Mkhathini_III,2025-04-08T14:45:06.000Z,One UI 7 on S24 ultra in South Africa?  When can we expect it? We've been waiting!,0,0,6,0,2203
joaovit05053196,2025-04-09T06:07:13.000Z,ONE UI 7 FOR GALAXY S24 ULTRA??,0,0,6,0,1087
rh_fardin,2025-04-10T01:25:39.000Z,Don't shit talk on X. Give OneUi 7 to S24 users. SCAMSUNG,0,0,6,0,288
NotoriousPunked,2025-04-09T20:25:53.000Z,One UI 7 you clowns ,0,0,6,0,734
SnoilTsit,2025-04-10T08:00:43.000Z,"Where is the S24U Oneui7 update? What about your promise? Fxxk you, Samsung.",0,0,6,0,190
