username,date,text,replies,reposts,likes,bookmarks,views
alok_bugalia,2025-02-04T12:22:18.000Z,Exciting times ahead with Samsung,0,0,0,0,181
subhamdhrua40,2025-02-06T07:58:28.000Z,"Greedy fuvking liars, u got no shame to remove $2 blutooth from spen",0,0,0,0,70
ahunnaeziakonwa,2025-04-11T07:37:58.000Z,"Honored to join H.E. Senator Abubakar Bagudu, Minister if @PlanningNG, to explore new opportunities for collaboration with @UNDP. Nigeria’s leadership in shaping Africa’s development financing future is key. @UNDPAfrica is proud to be a trusted partner of @NigeriaGov",0,5,17,0,627
WBG_Health,2025-04-11T07:00:55.000Z,"From foundations to innovations, the #WBGMeetings event will explore what it takes to drive the creation of more and better jobs.

Don't miss the insights from @WorldBank Group leadership, private sector execs & youth. @SBGroup
 Add to your calendar: http://wrld.bg/oUWC50VyGUL",0,0,4,0,213
RockefellerFdn,2025-04-10T22:38:31.000Z,"During #AfricaXchangeLLD, locally-led leadership and development were at the heart of the conversations. We heard from inspiring changemakers who shared actionable strategies that can unlock scalable, community-driven solutions for Africa. Watch below!",0,5,18,2,1118
GovtOfImoState,2025-04-11T03:54:41.000Z,NaN,16,8,15,2,1084
alok_bugalia,2025-02-04T12:22:18.000Z,Exciting times ahead with Samsung,0,0,0,0,181
subhamdhrua40,2025-02-06T07:58:28.000Z,"Greedy fuvking liars, u got no shame to remove $2 blutooth from spen",0,0,0,0,70
ahunnaeziakonwa,2025-04-11T07:37:58.000Z,"Honored to join H.E. Senator Abubakar Bagudu, Minister if @PlanningNG, to explore new opportunities for collaboration with @UNDP. Nigeria’s leadership in shaping Africa’s development financing future is key. @UNDPAfrica is proud to be a trusted partner of @NigeriaGov",0,5,17,0,627
WBG_Health,2025-04-11T07:00:55.000Z,"From foundations to innovations, the #WBGMeetings event will explore what it takes to drive the creation of more and better jobs.

Don't miss the insights from @WorldBank Group leadership, private sector execs & youth. @SBGroup
 Add to your calendar: http://wrld.bg/oUWC50VyGUL",0,0,4,0,213
RockefellerFdn,2025-04-10T22:38:31.000Z,"During #AfricaXchangeLLD, locally-led leadership and development were at the heart of the conversations. We heard from inspiring changemakers who shared actionable strategies that can unlock scalable, community-driven solutions for Africa. Watch below!",0,5,18,2,1118
GovtOfImoState,2025-04-11T03:54:41.000Z,NaN,16,8,15,2,1084
alok_bugalia,2025-02-04T12:22:18.000Z,Exciting times ahead with Samsung,0,0,0,0,181
subhamdhrua40,2025-02-06T07:58:28.000Z,"Greedy fuvking liars, u got no shame to remove $2 blutooth from spen",0,0,0,0,70
ahunnaeziakonwa,2025-04-11T07:37:58.000Z,"Honored to join H.E. Senator Abubakar Bagudu, Minister if @PlanningNG, to explore new opportunities for collaboration with @UNDP. Nigeria’s leadership in shaping Africa’s development financing future is key. @UNDPAfrica is proud to be a trusted partner of @NigeriaGov",0,5,17,0,627
WBG_Health,2025-04-11T07:00:55.000Z,"From foundations to innovations, the #WBGMeetings event will explore what it takes to drive the creation of more and better jobs.

Don't miss the insights from @WorldBank Group leadership, private sector execs & youth. @SBGroup
 Add to your calendar: http://wrld.bg/oUWC50VyGUL",0,0,4,0,213
RockefellerFdn,2025-04-10T22:38:31.000Z,"During #AfricaXchangeLLD, locally-led leadership and development were at the heart of the conversations. We heard from inspiring changemakers who shared actionable strategies that can unlock scalable, community-driven solutions for Africa. Watch below!",0,5,18,2,1118
GovtOfImoState,2025-04-11T03:54:41.000Z,NaN,16,8,15,2,1084
