username,date,text,replies,reposts,likes,bookmarks,views
NintendoAmerica,2025-04-03T17:26:20.000Z,"Tied it up with a dunk! A round of applause for our Drag x Drive competitors 
 
Day 1 of Nintendo Treehouse: Live | Nintendo Switch 2 continues: https://ninten.do/6015qSNoV",265,180,1369,67,248671
wealthium0,2025-04-03T17:26:33.000Z,Special olympics?,3,0,78,0,5212
Witchypink19,2025-04-03T17:26:39.000Z,Wow ,0,0,0,0,2705
MtroX207,2025-04-03T17:41:48.000Z,Wow nice,0,0,0,0,2998
BitBullVault,2025-04-03T17:30:38.000Z,Let’s gooo ,0,0,0,0,3281
YorchTorchGames,2025-04-03T17:27:50.000Z,"Hey Nintendo,

Drop the price.

We won't buy your games for $70-$90.

We won't buy your upgrade packs for games we already bought.",18,3,109,0,6016
RavenRanks,2025-04-03T17:45:17.000Z,Drop the price.,2,0,57,0,2417
virtualreiality,2025-04-03T17:26:33.000Z,lower the prices,2,0,53,0,1856
Kyrox7TV,2025-04-03T20:36:42.000Z,$70 for WiiSports Wheelchair?,4,0,51,0,2496
SexykcaB,2025-04-03T17:27:40.000Z,"This game looks uncomfortable to play ngl.
It’s a gimmick game meant to sell a gimmick.",2,0,50,0,2136
radialexplosion,2025-04-03T18:45:09.000Z,I’m sorry but this game doesn’t look like a Nintendo game to me. Why is it so colorless?? What happened to making characters? This could’ve been as appealing as arms was back in the switch launch if it had livelier environments and characters.,7,0,25,0,1493
TheSkaggs,2025-04-03T19:58:54.000Z,I think I downloaded the wrong Rocket League,0,0,24,0,1798
Eevee297,2025-04-03T17:27:45.000Z,Drop the prices. 80 isn't worth the gamr,0,0,23,0,780
GoodGuyGuardian,2025-04-03T17:30:00.000Z,See nobody’s gonna buy your game because it’s too expensive,0,0,21,0,1031
CheeseMcButt,2025-04-03T17:30:00.000Z,"I'm not sure this has enough depth and content to warrant a purchase, especially if it's $70 or god forbid $80",0,0,18,0,911
ThinkCait,2025-04-03T17:30:22.000Z,Drop the price at 70 $ and mske welcome tour for free,2,0,17,0,1162
TigTheSlow,2025-04-03T18:59:23.000Z,This game meant to represent me after I sell my legs to buy one switch 2 game.,0,0,14,0,971
thebeanguy445,2025-04-04T00:40:59.000Z,Finally Joe Swanson Rocket League,0,0,14,0,1089
STRIMANDO,2025-04-04T01:51:44.000Z,Drop the price,0,0,13,0,1081
